Number;Reference;Name;Text Content;Document;Codes;Number of Codes;Comment;Initial Position;Final Position;Extensão;Creation Date ;Modification Date
1:80;¶ 182;;"""MindSpore Armour module to provide an AI security mechanism for MindSpore.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: AI Security Mechanism, T2. Security, Privacy & Trust Management: Security Settings, T4. Modular Edge Architecture & Service Orchestration: Core Services, T10. Resource Efficiency & Performance Optimisation: module performance;4;;182;182;1;4/2/25;9/14/25
1:81;¶ 184;;"""The simplest scenario to ensure AI security is from the perspective of attack and defense. For example, attackers inject malicious data in the training phase to affect the inference capability of AI models.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: AI Security Mechanism, T2. Security, Privacy & Trust Management: Security Settings, T10. Resource Efficiency & Performance Optimisation: Performance Improvement;3;;184;184;1;4/2/25;9/14/25
1:82;¶ 186;;"""As an all-scenario AI framework, MindSpore supports different series of hardware in the device (mobile phone and IoT device), edge (base station and routing device), and cloud (server) scenarios, including Ascend series products and NVIDIA series products, Qualcomm Snapdragon in the ARM series, and Huawei Kirin chips.""";[ATLAS] - Codifying Fragments;T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T9. Optimised AI/ML Execution at the Edge: Distributed AI Processing, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Compatibility;4;;186;186;1;4/2/25;9/14/25
1:83;¶ 188;;"""MindSpore unifies the coding methods of single device and distributed training. Developers do not need to write complex distributed strategies. They can implement distributed training by adding a small amount of code to the single device code.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Distributed Job Scheduler, T9. Optimised AI/ML Execution at the Edge: Distributed AI Processing, T9. Optimised AI/ML Execution at the Edge: Simplified Distributed Training, T10. Resource Efficiency & Performance Optimisation: Performance Improvement;4;;188;188;1;4/2/25;9/14/25
1:84;¶ 190;;"""Easy development features user-friendly APIs and low debugging difficulty.""";[ATLAS] - Codifying Fragments;T14. Edge Development Frameworks & Programmability: Easy Development Features, T14. Edge Development Frameworks & Programmability: Low Debugging Difficulty, T14. Edge Development Frameworks & Programmability: User-Friendly APIs;3;;190;190;1;4/2/25;9/14/25
1:85;¶ 192;;"""MindSpore provides a Python programming paradigm. Users can build complex neural network models using Python's native control logic, making AI programming easy.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Distributed AI Processing, T14. Edge Development Frameworks & Programmability: Easy Development Features, T14. Edge Development Frameworks & Programmability: User-Friendly APIs;3;;192;192;1;4/2/25;9/14/25
1:86;¶ 194;;"""MontiThings automatically makes modification proposals according to which either new hardware is purchased or rules are weakened...""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T11 – Stream Processing & Event‑Driven Architectures (Edge): Rule Weakening, T14. Edge Development Frameworks & Programmability: Modification Proposals;3;;194;194;1;4/2/25;9/14/25
1:87;¶ 196;;"""...components can also serialize their state directly (usually after a constant number of processed messages) and store it in a central system.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Centralized Management, T7. Infrastructure Automation & Configuration Management: State Serialization, T12. Data Storage, Persistence & Caching: Data Storage Management;3;;196;196;1;4/2/25;9/14/25
1:88;¶ 198;;"""At runtime, log messages of components can be traced within the architecture similar to a 'stack trace' to find the root cause of their occurrence.""";[ATLAS] - Codifying Fragments;T8. Observability, Monitoring & Diagnostics: Monitoring, T14. Edge Development Frameworks & Programmability: Debugging Techniques, T14. Edge Development Frameworks & Programmability: Error Handling;3;;198;198;1;4/2/25;9/14/25
1:89;¶ 200;;"""If a component fails because the IoT device running it is no longer functional, one possible automatic troubleshooting strategy is for MontiThings to transfer the component to another suitable device.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Component Transfer, T8. Observability, Monitoring & Diagnostics: Automatic Troubleshooting Strategy, T14. Edge Development Frameworks & Programmability: Error Handling;3;;200;200;1;4/2/25;9/14/25
1:90;¶ 202;;"""Architectures can be observed at runtime and then modified by model-to-model transformations to make their behavior reproducible for developers retrospectively.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Self-Adaptive Architecrutes, T7. Infrastructure Automation & Configuration Management: Configuration Management, T10. Resource Efficiency & Performance Optimisation: Scalability;4;;202;202;1;4/2/25;9/14/25
1:91;¶ 204;;"""To handle non-deterministic behavior and to reduce the complexity of this procedure to O(1)...""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T4. Modular Edge Architecture & Service Orchestration: Complexity Reduction, T9. Optimised AI/ML Execution at the Edge: Efficient Execution, T10. Resource Efficiency & Performance Optimisation: Non-Deterministic Behavior;4;;204;204;1;4/2/25;9/14/25
1:92;¶ 206;;"""Device owners can express their local requirements in the form of rules. For example, you can prohibit recording software from running in the bedroom or require that smoke detector components are executed in each room.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Device Access Control, T4. Modular Edge Architecture & Service Orchestration: Detailed Control, T11 – Stream Processing & Event‑Driven Architectures (Edge): Rule Connection;3;;206;206;1;4/2/25;9/14/25
1:93;¶ 208;;"""MontiThings includes an app store concept that separates hardware and software development.""";[ATLAS] - Codifying Fragments;T13. Sensor Abstraction & Hardware Interface Integration: Hardware and Software Development;1;;208;208;1;4/2/25;9/14/25
1:94;¶ 210;;"""The hardware developers on the other hand develop the drivers necessary to connect software components to their hardware.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Connection Quality, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Binding, T4. Modular Edge Architecture & Service Orchestration: Inter-Module Communication, T13. Sensor Abstraction & Hardware Interface Integration: Hardware and Software Development;4;;210;210;1;4/2/25;9/14/25
1:95;¶ 212;;"""To stop logging data, click DISCONNECT FROM DEVICE.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Disconnect Procedure, T14. Edge Development Frameworks & Programmability: User Interaction;2;;212;212;1;4/2/25;9/14/25
1:96;¶ 214;;"""We setup six Optitrack Prime 13 cameras in the MoCap setup in conjunction with Motive:Tracker software to collect head-pose data.""";[ATLAS] - Codifying Fragments;T13. Sensor Abstraction & Hardware Interface Integration: Camera Setup, T13. Sensor Abstraction & Hardware Interface Integration: Data Collection, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications;3;;214;214;1;4/2/25;9/14/25
1:97;¶ 216;;"""To find the azimuth angle, elevation angle and distance of the targets from the spot where participants sit, we used a laser rangefinder and digital compass in smartphone.""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: New Measurement Techniques, T13. Sensor Abstraction & Hardware Interface Integration: Data Collection;2;;216;216;1;4/2/25;9/14/25
1:98;¶ 218;;"""The C files have been tested in Arduino for Mbed-enabled and AVR-RISC microcontrollers.";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T10. Resource Efficiency & Performance Optimisation: compatibility issues, T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications;4;;218;218;1;4/2/25;9/14/25
1:99;¶ 220;;"""The complementary filter is written to operate with MPU-6050 IMU breakout.""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: New Measurement Techniques, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Compatibility, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications;3;;220;220;1;4/2/25;9/14/25
1:100;¶ 222;;"""The Jupyter notebook for each model primarily imports the dataset, extracts features (optional), performs hyperparameter tuning or NAS via Bayesian optimization, trains the best model and provides deployable C++ / .tflite files for model deployment.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: AI Security Mechanism, T9. Optimised AI/ML Execution at the Edge: Model Partition Converter, T15. DevOps, CI/CD & Build Environments for Edge: Deployment Environment;3;;222;222;1;4/2/25;9/14/25
1:101;¶ 224;;"""We also provide the best-performing pre-trained conventional models.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T9. Optimised AI/ML Execution at the Edge: Distributed AI Processing, T10. Resource Efficiency & Performance Optimisation: Model Performance, T10. Resource Efficiency & Performance Optimisation: Performance Improvement;4;;224;224;1;4/2/25;9/14/25
1:102;¶ 226;;"""In order to target on-device AI with diverse hardware, critical power requirements, and realtime processing needs, a single monolithic solution is not practical. Instead, a modular, layered, and extendable architecture is desired.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T9. Optimised AI/ML Execution at the Edge: Distributed AI Processing, T10. Resource Efficiency & Performance Optimisation: Scalability, T11 – Stream Processing & Event‑Driven Architectures (Edge): Real-time Processing Needs;4;;226;226;1;4/2/25;9/14/25
1:103;¶ 228;;"""Program preparation is often simply called AOT (ahead-of-time) because export, transformations and compilations to the program are performed before it is eventually run with the ExecuTorch runtime, written in C++. To have a lightweight runtime and small overhead in execution, we push work as much as possible to AOT.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: AOT Configuration, T9. Optimised AI/ML Execution at the Edge: Efficient Execution, T9. Optimised AI/ML Execution at the Edge: Runtime Optimization;3;;228;228;1;4/2/25;9/14/25
1:104;¶ 230;;"""This architecture greatly improves portability, allowing engineers to use a performant lightweight, cross-platform runtime that easily integrates into different devices and platforms.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Lightweight Runtime, T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T10. Resource Efficiency & Performance Optimisation: Portability, T14. Edge Development Frameworks & Programmability: Cross-Platform Runtime, T15. DevOps, CI/CD & Build Environments for Edge: OCI-compliant Runtimes;5;;230;230;1;4/2/25;9/14/25
1:105;¶ 232;;"""Optionally, quantization, either QAT (quantization-aware training) or PTQ (post training quantization) can be applied to the whole ATen graph before converting to Core ATen. Quantization helps with reducing the model size, which is important for edge devices.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T9. Optimised AI/ML Execution at the Edge: Model Size Reduction, T9. Optimised AI/ML Execution at the Edge: Quantization Techniques, T11 – Stream Processing & Event‑Driven Architectures (Edge): Data Transformation and Alerting Services;4;;232;232;1;4/2/25;9/14/25
